"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ENSMUSG00000103922.1" 68.6148950966377 -0.105932383608476 0.335767032133709 -0.3154937009012 0.752386832999345 0.99995743277694
"ENSMUSG00000033845.13" 2811.97337340398 -0.0280144487340765 0.109408960292164 -0.256052599890056 0.79791022188893 0.99995743277694
"ENSMUSG00000102275.1" 10.9748711380943 -0.882307962443352 0.797857460558234 -1.10584660300855 0.268792919885228 NA
"ENSMUSG00000025903.14" 1108.83265467082 -0.100445778704706 0.162770564355047 -0.617100389758476 0.537168511625702 0.99995743277694
"ENSMUSG00000033813.15" 677.892269929033 -0.101073916400862 0.175834001561615 -0.574825776034248 0.565409132291616 0.99995743277694
"ENSMUSG00000033793.12" 1530.68468849532 -0.221842591619505 0.113271759171826 -1.95849868706447 0.0501715249511105 0.561052147465874
"ENSMUSG00000025907.14" 521.903345343117 0.103930832746788 0.493579123375775 0.21056569823287 0.833226181001999 0.99995743277694
"ENSMUSG00000090031.2" 9.03892123398819 0.029485114413808 0.894532275792937 0.0329614874853695 0.973705299475739 NA
"ENSMUSG00000051285.17" 743.13913466963 -0.409094308648117 0.215626471103052 -1.89723602373756 0.0577967943716354 0.594770144023539
"ENSMUSG00000103509.1" 86.5892415043018 -0.979926484369994 0.385344813270849 -2.54298604943523 0.0109909617257237 0.246844086323552
"ENSMUSG00000103067.1" 8.50264174477957 -0.965556612108313 0.923171013560783 -1.04591305178013 0.295601177831252 NA
"ENSMUSG00000061024.8" 1192.80781251438 -0.146512079862233 0.121404391818928 -1.20681037701464 0.227505178798178 0.932698620491421
"ENSMUSG00000025911.14" 56.3500069160077 -0.0317409614474054 0.36510845053244 -0.086935707462036 0.930722616504401 0.99995743277694
"ENSMUSG00000025912.16" 349.019896456754 0.0793802322604059 0.283347780562119 0.28015124065178 0.779361473614371 0.99995743277694
"ENSMUSG00000045210.8" 626.286775847084 0.000318576034080149 0.228960236359078 0.00139140332463898 0.998889821127639 0.99995743277694
"ENSMUSG00000025915.14" 268.472841487014 -1.0792069055742 0.267996638711594 -4.02694194510252 5.65069773393141e-05 0.00604874688403844
"ENSMUSG00000046101.16" 23.3534816425821 0.145461871193163 0.571921699134265 0.254338786958692 0.799233837093959 0.99995743277694
"ENSMUSG00000098234.7" 764.891562153547 -0.390868728410456 0.161726149606645 -2.41685546438309 0.0156552321191595 0.308413172171585
"ENSMUSG00000093178.1" 16.4340181616813 -0.288680584455757 0.738130591603818 -0.391096897675665 0.695725613682979 NA
"ENSMUSG00000099032.2" 52.3815761194922 0.215372967354984 0.380388252366997 0.566192478381782 0.571262942503983 0.99995743277694
"ENSMUSG00000025917.9" 2872.95133438917 0.0241980706941703 0.105922946975596 0.228449749417805 0.819296617350651 0.99995743277694
"ENSMUSG00000056763.16" 724.593606690126 0.0780785747141984 0.248654495454546 0.314004275577117 0.753517791448494 0.99995743277694
"ENSMUSG00000067851.11" 1171.03985727866 0.0837144602571199 0.17728438843496 0.472204354800434 0.636780931673332 0.99995743277694
"ENSMUSG00000048960.13" 328.720410026358 0.102007526643796 0.667213557431639 0.152885872158327 0.878488277310377 0.99995743277694
"ENSMUSG00000057715.13" 82.8325169635103 -0.200440270481026 0.294438009533394 -0.680755418767675 0.496026263336151 0.99995743277694
"ENSMUSG00000097628.1" 14.4483305521044 0.107337313346986 0.653373474477978 0.164281712588262 0.86950937734029 NA
"ENSMUSG00000016918.15" 477.98598817781 -0.104003190474559 0.173124262871155 -0.600743008228497 0.54801116866175 0.99995743277694
"ENSMUSG00000025938.16" 137.468083230783 0.542186956790113 0.24470797679671 2.21564888847302 0.0267155578824459 0.42075722883756
"ENSMUSG00000042414.7" 455.317046644511 -0.596574817427773 0.164298813316288 -3.63103546146326 0.00028228639054657 0.0202043560949782
"ENSMUSG00000005886.14" 816.279908709464 0.0699294233458908 0.141943250442933 0.492657615826583 0.622254530289142 0.99995743277694
"ENSMUSG00000025935.10" 1664.1071070708 -0.0166476802116129 0.116756459474025 -0.142584661153729 0.886618212318828 0.99995743277694
"ENSMUSG00000025937.6" 2754.83977284833 -0.167067426654252 0.115326436952589 -1.44864812499959 0.147435874226904 0.835700250538253
"ENSMUSG00000102982.1" 13.8366468104855 -0.988956425329814 0.707966687248178 -1.3968968358862 0.162444596241634 NA
"ENSMUSG00000097711.1" 12.4584055956905 -0.0628976553373181 0.743218255871903 -0.0846287814385426 0.932556516864506 NA
"ENSMUSG00000025932.14" 291.236042451692 -0.0238818019296794 0.244789073560916 -0.0975607349718425 0.9222811046655 0.99995743277694
"ENSMUSG00000025930.6" 108.267895507342 0.115400534076429 0.283392626579871 0.407210785506816 0.683853180710566 0.99995743277694
